144.5,0,105.9
142.5,0,105.9
140.5,0,105.9
138.5,0,105.9
136.5,0,105.9
134.5,0,105.9
132.5,0,105.9
130.5,0,105.9
128.5,0,105.9
126.5,0,105.9
124.5,0,105.9
122.5,0,105.9
120.5,0,105.9
118.5,0,105.9
118.5,0,107.9
118.5,0,103.9
118.5,0,109.9
118.5,0,101.9
118.5,0,111.9
116.5,0,113.9
114.5,0,113.9
112.5,0,113.9
110.5,0,113.9
108.5,0,113.9
106.5,0,113.9
104.5,0,113.9
102.5,0,113.9
100.5,0,113.9
98.5,0,113.9
96.5,0,113.9
94.5,0,113.9
94.5,0,115.9
94.5,0,111.9
94.5,0,117.9
94.5,0,109.9
94.5,0,119.9
94.5,0,107.9
94.5,0,121.9
94.5,0,105.9
94.5,0,123.9
96.5,0,125.9
98.5,0,125.9
100.5,0,125.9
100.5,0,127.9
100.5,0,129.9
